location,level,Cluster,Code,Concate,min,mid,max
Hamburg,L5,Marketing-Tech,MAT-000,HamburgMarketing-TechL5,118400,136200,154000
Hamburg,L6,Marketing-Tech,MAT-000,HamburgMarketing-TechL6,141300,162500,183600
Hamburg,L7,Marketing-Tech,MAT-000,HamburgMarketing-TechL7,180000,207000,234000
Munich,L1,Marketing-Tech,MAT-000,MunichMarketing-TechL1,35500,40800,46100
Munich,L2,Marketing-Tech,MAT-000,MunichMarketing-TechL2,53600,61700,69700
Munich,L3,Marketing-Tech,MAT-000,MunichMarketing-TechL3,67600,77800,87900
Munich,L4,Marketing-Tech,MAT-000,MunichMarketing-TechL4,82500,94800,107200
Munich,L5,Marketing-Tech,MAT-000,MunichMarketing-TechL5,117900,135500,153200
Munich,L6,Marketing-Tech,MAT-000,MunichMarketing-TechL6,165000,189700,214500
Munich,L7,Marketing-Tech,MAT-000,MunichMarketing-TechL7,177200,203700,230300
Frankfurt,L1,Marketing-Tech,MAT-000,FrankfurtMarketing-TechL1,36900,42400,47900
Frankfurt,L2,Marketing-Tech,MAT-000,FrankfurtMarketing-TechL2,56100,64500,72900
Frankfurt,L3,Marketing-Tech,MAT-000,FrankfurtMarketing-TechL3,71100,81700,92400
Frankfurt,L4,Marketing-Tech,MAT-000,FrankfurtMarketing-TechL4,84900,97600,110400
Frankfurt,L5,Marketing-Tech,MAT-000,FrankfurtMarketing-TechL5,127500,146600,165800
Frankfurt,L6,Marketing-Tech,MAT-000,FrankfurtMarketing-TechL6,146000,168000,189900
Frankfurt,L7,Marketing-Tech,MAT-000,FrankfurtMarketing-TechL7,197200,226800,256400
Stuttgart,L1,Marketing-Tech,MAT-000,StuttgartMarketing-TechL1,40100,46100,52200
Stuttgart,L2,Marketing-Tech,MAT-000,StuttgartMarketing-TechL2,57900,66600,75300
Stuttgart,L3,Marketing-Tech,MAT-000,StuttgartMarketing-TechL3,68700,79000,89300
Stuttgart,L4,Marketing-Tech,MAT-000,StuttgartMarketing-TechL4,83700,96200,108800
Stuttgart,L5,Marketing-Tech,MAT-000,StuttgartMarketing-TechL5,122800,141200,159600
Stuttgart,L6,Marketing-Tech,MAT-000,StuttgartMarketing-TechL6,155700,179100,202400
Stuttgart,L7,Marketing-Tech,MAT-000,StuttgartMarketing-TechL7,181100,208300,235500
Nuremberg,L1,Marketing-Tech,MAT-000,NurembergMarketing-TechL1,38700,44500,50300
Nuremberg,L2,Marketing-Tech,MAT-000,NurembergMarketing-TechL2,53100,61000,69000
Nuremberg,L3,Marketing-Tech,MAT-000,NurembergMarketing-TechL3,72600,83500,94400
Nuremberg,L4,Marketing-Tech,MAT-000,NurembergMarketing-TechL4,85900,98700,111600
Nuremberg,L5,Marketing-Tech,MAT-000,NurembergMarketing-TechL5,128300,147600,166800
Nuremberg,L6,Marketing-Tech,MAT-000,NurembergMarketing-TechL6,147700,169800,192000
Nuremberg,L7,Marketing-Tech,MAT-000,NurembergMarketing-TechL7,197700,227400,257000
Madrid,L1,Marketing-Tech,MAT-000,MadridMarketing-TechL1,35600,40900,46300
Madrid,L2,Marketing-Tech,MAT-000,MadridMarketing-TechL2,56100,64500,72900
Madrid,L3,Marketing-Tech,MAT-000,MadridMarketing-TechL3,70100,80600,91100
Madrid,L4,Marketing-Tech,MAT-000,MadridMarketing-TechL4,89100,102400,115800
Madrid,L5,Marketing-Tech,MAT-000,MadridMarketing-TechL5,128300,147600,166900
Madrid,L6,Marketing-Tech,MAT-000,MadridMarketing-TechL6,157900,181600,205300
Madrid,L7,Marketing-Tech,MAT-000,MadridMarketing-TechL7,189800,218200,246700
Milan,L1,Marketing-Tech,MAT-000,MilanMarketing-TechL1,45000,51700,58500
Milan,L2,Marketing-Tech,MAT-000,MilanMarketing-TechL2,55100,63400,71600
Milan,L3,Marketing-Tech,MAT-000,MilanMarketing-TechL3,71900,82700,93500
Milan,L4,Marketing-Tech,MAT-000,MilanMarketing-TechL4,80500,92600,104700
Milan,L5,Marketing-Tech,MAT-000,MilanMarketing-TechL5,118700,136500,154300
Milan,L6,Marketing-Tech,MAT-000,MilanMarketing-TechL6,143300,164800,186300
Milan,L7,Marketing-Tech,MAT-000,MilanMarketing-TechL7,184600,212300,240000
Paris,L1,Marketing-Tech,MAT-000,ParisMarketing-TechL1,38400,44100,49900
Paris,L2,Marketing-Tech,MAT-000,ParisMarketing-TechL2,59600,68600,77500
Paris,L3,Marketing-Tech,MAT-000,ParisMarketing-TechL3,66800,76800,86900
Paris,L4,Marketing-Tech,MAT-000,ParisMarketing-TechL4,84100,96700,109300
Paris,L5,Marketing-Tech,MAT-000,ParisMarketing-TechL5,122000,140300,158600
Paris,L6,Marketing-Tech,MAT-000,ParisMarketing-TechL6,149000,171300,193600
Paris,L7,Marketing-Tech,MAT-000,ParisMarketing-TechL7,179200,206100,233000
Amstandarm,L1,Marketing-Tech,MAT-000,AmstandarmMarketing-TechL1,44000,50600,57200
Amstandarm,L2,Marketing-Tech,MAT-000,AmstandarmMarketing-TechL2,57800,66500,75200
Amstandarm,L3,Marketing-Tech,MAT-000,AmstandarmMarketing-TechL3,70700,81300,91900
Amstandarm,L4,Marketing-Tech,MAT-000,AmstandarmMarketing-TechL4,80600,92700,104800
Amstandarm,L5,Marketing-Tech,MAT-000,AmstandarmMarketing-TechL5,119700,137700,155600
Amstandarm,L6,Marketing-Tech,MAT-000,AmstandarmMarketing-TechL6,163500,188100,212600
Amstandarm,L7,Marketing-Tech,MAT-000,AmstandarmMarketing-TechL7,185200,213000,240800
Barcelona,L1,Customer-Support,CSP-000,BarcelonaCustomer-SupportL1,44100,50700,57300
Barcelona,L2,Customer-Support,CSP-000,BarcelonaCustomer-SupportL2,58500,67300,76100
Barcelona,L3,Customer-Support,CSP-000,BarcelonaCustomer-SupportL3,69300,79700,90100
Barcelona,L4,Customer-Support,CSP-000,BarcelonaCustomer-SupportL4,82800,95200,107600
Barcelona,L5,Customer-Support,CSP-000,BarcelonaCustomer-SupportL5,117800,135500,153100
Barcelona,L6,Customer-Support,CSP-000,BarcelonaCustomer-SupportL6,158200,181900,205700
Barcelona,L7,Customer-Support,CSP-000,BarcelonaCustomer-SupportL7,195500,224800,254100
Warsaw,L1,Customer-Support,CSP-000,WarsawCustomer-SupportL1,42000,48200,54500
Warsaw,L2,Customer-Support,CSP-000,WarsawCustomer-SupportL2,54400,62500,70700
Warsaw,L3,Customer-Support,CSP-000,WarsawCustomer-SupportL3,73400,84400,95400
Warsaw,L4,Customer-Support,CSP-000,WarsawCustomer-SupportL4,80400,92500,104500
Warsaw,L5,Customer-Support,CSP-000,WarsawCustomer-SupportL5,126700,145700,164700
Warsaw,L6,Customer-Support,CSP-000,WarsawCustomer-SupportL6,167700,192800,218000
Warsaw,L7,Customer-Support,CSP-000,WarsawCustomer-SupportL7,182200,209500,236900
Berlin,L1,Customer-Support,CSP-000,BerlinCustomer-SupportL1,38600,44400,50200
Berlin,L2,Customer-Support,CSP-000,BerlinCustomer-SupportL2,53200,61200,69200
Berlin,L3,Customer-Support,CSP-000,BerlinCustomer-SupportL3,68500,78800,89000
Berlin,L4,Customer-Support,CSP-000,BerlinCustomer-SupportL4,80400,92500,104500
Berlin,L5,Customer-Support,CSP-000,BerlinCustomer-SupportL5,119500,137400,155400
Berlin,L6,Customer-Support,CSP-000,BerlinCustomer-SupportL6,148200,170400,192700
Berlin,L7,Customer-Support,CSP-000,BerlinCustomer-SupportL7,198100,227800,257500
Vienna,L1,Customer-Support,CSP-000,ViennaCustomer-SupportL1,40000,46000,52000
Vienna,L2,Customer-Support,CSP-000,ViennaCustomer-SupportL2,58300,67000,75800
Vienna,L3,Customer-Support,CSP-000,ViennaCustomer-SupportL3,74000,85100,96200
Vienna,L4,Customer-Support,CSP-000,ViennaCustomer-SupportL4,83900,96500,109000
Vienna,L5,Customer-Support,CSP-000,ViennaCustomer-SupportL5,118300,136000,153800
Vienna,L6,Customer-Support,CSP-000,ViennaCustomer-SupportL6,160800,184900,209000
Vienna,L7,Customer-Support,CSP-000,ViennaCustomer-SupportL7,188900,217200,245500
Hamburg,L1,Customer-Support,CSP-000,HamburgCustomer-SupportL1,37800,43400,49100
Hamburg,L2,Customer-Support,CSP-000,HamburgCustomer-SupportL2,54500,62700,70900
Hamburg,L3,Customer-Support,CSP-000,HamburgCustomer-SupportL3,71200,81900,92600
Hamburg,L4,Customer-Support,CSP-000,HamburgCustomer-SupportL4,86000,98900,111800
Hamburg,L5,Customer-Support,CSP-000,HamburgCustomer-SupportL5,126200,145200,164100
Hamburg,L6,Customer-Support,CSP-000,HamburgCustomer-SupportL6,155100,178300,201600
Hamburg,L7,Customer-Support,CSP-000,HamburgCustomer-SupportL7,179300,206100,233000
Munich,L1,Customer-Support,CSP-000,MunichCustomer-SupportL1,36600,42100,47600
Munich,L2,Customer-Support,CSP-000,MunichCustomer-SupportL2,52500,60300,68200
Munich,L3,Customer-Support,CSP-000,MunichCustomer-SupportL3,71000,81600,92300
Munich,L4,Customer-Support,CSP-000,MunichCustomer-SupportL4,85100,97900,110700
Munich,L5,Customer-Support,CSP-000,MunichCustomer-SupportL5,121500,139700,157900
Munich,L6,Customer-Support,CSP-000,MunichCustomer-SupportL6,160200,184200,208300
Munich,L7,Customer-Support,CSP-000,MunichCustomer-SupportL7,175000,201300,227500
Frankfurt,L1,Customer-Support,CSP-000,FrankfurtCustomer-SupportL1,40200,46200,52200
Frankfurt,L2,Customer-Support,CSP-000,FrankfurtCustomer-SupportL2,58000,66700,75400
Frankfurt,L3,Customer-Support,CSP-000,FrankfurtCustomer-SupportL3,74300,85500,96600
Frankfurt,L4,Customer-Support,CSP-000,FrankfurtCustomer-SupportL4,87300,100400,113400
Frankfurt,L5,Customer-Support,CSP-000,FrankfurtCustomer-SupportL5,118000,135700,153400
Frankfurt,L6,Customer-Support,CSP-000,FrankfurtCustomer-SupportL6,150400,173000,195600
Frankfurt,L7,Customer-Support,CSP-000,FrankfurtCustomer-SupportL7,184300,211900,239600
Stuttgart,L1,Customer-Support,CSP-000,StuttgartCustomer-SupportL1,40300,46400,52400
Stuttgart,L2,Customer-Support,CSP-000,StuttgartCustomer-SupportL2,58500,67300,76100
Stuttgart,L3,Customer-Support,CSP-000,StuttgartCustomer-SupportL3,71900,82600,93400
Stuttgart,L4,Customer-Support,CSP-000,StuttgartCustomer-SupportL4,84800,97600,110300
Stuttgart,L5,Customer-Support,CSP-000,StuttgartCustomer-SupportL5,129800,149300,168800
Stuttgart,L6,Customer-Support,CSP-000,StuttgartCustomer-SupportL6,167200,192200,217300
Stuttgart,L7,Customer-Support,CSP-000,StuttgartCustomer-SupportL7,171400,197100,222800
Nuremberg,L1,Customer-Support,CSP-000,NurembergCustomer-SupportL1,37300,42800,48400
Nuremberg,L2,Customer-Support,CSP-000,NurembergCustomer-SupportL2,56800,65300,73900
Nuremberg,L3,Customer-Support,CSP-000,NurembergCustomer-SupportL3,72000,82800,93600
Nuremberg,L4,Customer-Support,CSP-000,NurembergCustomer-SupportL4,83000,95400,107900
Nuremberg,L5,Customer-Support,CSP-000,NurembergCustomer-SupportL5,114100,131200,148300
Nuremberg,L6,Customer-Support,CSP-000,NurembergCustomer-SupportL6,158600,182400,206200
Nuremberg,L7,Customer-Support,CSP-000,NurembergCustomer-SupportL7,189100,217500,245900
Madrid,L1,Customer-Support,CSP-000,MadridCustomer-SupportL1,35900,41200,46600
Madrid,L2,Customer-Support,CSP-000,MadridCustomer-SupportL2,51700,59500,67200
Madrid,L3,Customer-Support,CSP-000,MadridCustomer-SupportL3,66000,75900,85800
Madrid,L4,Customer-Support,CSP-000,MadridCustomer-SupportL4,80700,92800,104900
Madrid,L5,Customer-Support,CSP-000,MadridCustomer-SupportL5,110400,126900,143500
Madrid,L6,Customer-Support,CSP-000,MadridCustomer-SupportL6,159500,183500,207400
Madrid,L7,Customer-Support,CSP-000,MadridCustomer-SupportL7,191800,220600,249400
Milan,L1,Customer-Support,CSP-000,MilanCustomer-SupportL1,44100,50700,57300
Milan,L2,Customer-Support,CSP-000,MilanCustomer-SupportL2,50300,57800,65400
Milan,L3,Customer-Support,CSP-000,MilanCustomer-SupportL3,70600,81200,91800
Milan,L4,Customer-Support,CSP-000,MilanCustomer-SupportL4,84600,97300,110000
Milan,L5,Customer-Support,CSP-000,MilanCustomer-SupportL5,116700,134200,151700
Milan,L6,Customer-Support,CSP-000,MilanCustomer-SupportL6,142400,163800,185200
Milan,L7,Customer-Support,CSP-000,MilanCustomer-SupportL7,180500,207600,234700
Paris,L1,Customer-Support,CSP-000,ParisCustomer-SupportL1,36800,42300,47800
Paris,L2,Customer-Support,CSP-000,ParisCustomer-SupportL2,53900,62000,70100
Paris,L3,Customer-Support,CSP-000,ParisCustomer-SupportL3,73400,84400,95400
Paris,L4,Customer-Support,CSP-000,ParisCustomer-SupportL4,85500,98300,111100
Paris,L5,Customer-Support,CSP-000,ParisCustomer-SupportL5,128000,147200,166400
Paris,L6,Customer-Support,CSP-000,ParisCustomer-SupportL6,142600,164000,185300
Paris,L7,Customer-Support,CSP-000,ParisCustomer-SupportL7,196900,226400,255900
Amstandarm,L1,Customer-Support,CSP-000,AmstandarmCustomer-SupportL1,42100,48400,54700
Amstandarm,L2,Customer-Support,CSP-000,AmstandarmCustomer-SupportL2,55800,64100,72500
Amstandarm,L3,Customer-Support,CSP-000,AmstandarmCustomer-SupportL3,67800,77900,88100
Amstandarm,L4,Customer-Support,CSP-000,AmstandarmCustomer-SupportL4,84700,97400,110100
Amstandarm,L5,Customer-Support,CSP-000,AmstandarmCustomer-SupportL5,116700,134200,151700
Amstandarm,L6,Customer-Support,CSP-000,AmstandarmCustomer-SupportL6,154200,177400,200500
Amstandarm,L7,Customer-Support,CSP-000,AmstandarmCustomer-SupportL7,172100,197900,223800
Barcelona,L1,Product-Management,PRM-000,BarcelonaProduct-ManagementL1,41300,47400,53600
Barcelona,L2,Product-Management,PRM-000,BarcelonaProduct-ManagementL2,55400,63700,72000
Barcelona,L3,Product-Management,PRM-000,BarcelonaProduct-ManagementL3,65500,75300,85200
Barcelona,L4,Product-Management,PRM-000,BarcelonaProduct-ManagementL4,83500,96100,108600
Barcelona,L5,Product-Management,PRM-000,BarcelonaProduct-ManagementL5,127300,146400,165500
Barcelona,L6,Product-Management,PRM-000,BarcelonaProduct-ManagementL6,149600,172000,194400
Barcelona,L7,Product-Management,PRM-000,BarcelonaProduct-ManagementL7,188900,217300,245600
Warsaw,L1,Product-Management,PRM-000,WarsawProduct-ManagementL1,42500,48900,55300
Warsaw,L2,Product-Management,PRM-000,WarsawProduct-ManagementL2,50600,58200,65800
Warsaw,L3,Product-Management,PRM-000,WarsawProduct-ManagementL3,66500,76500,86500
Warsaw,L4,Product-Management,PRM-000,WarsawProduct-ManagementL4,88300,101600,114800
Warsaw,L5,Product-Management,PRM-000,WarsawProduct-ManagementL5,127000,146100,165100
Warsaw,L6,Product-Management,PRM-000,WarsawProduct-ManagementL6,147800,170000,192200
Warsaw,L7,Product-Management,PRM-000,WarsawProduct-ManagementL7,177300,203900,230500
Berlin,L1,Product-Management,PRM-000,BerlinProduct-ManagementL1,35000,40300,45600
Berlin,L2,Product-Management,PRM-000,BerlinProduct-ManagementL2,59000,67900,76700
Berlin,L3,Product-Management,PRM-000,BerlinProduct-ManagementL3,75000,86200,97500
Berlin,L4,Product-Management,PRM-000,BerlinProduct-ManagementL4,86300,99200,112200
Berlin,L5,Product-Management,PRM-000,BerlinProduct-ManagementL5,128500,147700,167000
Berlin,L6,Product-Management,PRM-000,BerlinProduct-ManagementL6,141300,162500,183700
Berlin,L7,Product-Management,PRM-000,BerlinProduct-ManagementL7,196900,226500,256000
Vienna,L1,Product-Management,PRM-000,ViennaProduct-ManagementL1,44200,50800,57400
Vienna,L2,Product-Management,PRM-000,ViennaProduct-ManagementL2,55200,63500,71800
Vienna,L3,Product-Management,PRM-000,ViennaProduct-ManagementL3,66600,76500,86500
Vienna,L4,Product-Management,PRM-000,ViennaProduct-ManagementL4,84200,96800,109400
Vienna,L5,Product-Management,PRM-000,ViennaProduct-ManagementL5,129500,149000,168400
Vienna,L6,Product-Management,PRM-000,ViennaProduct-ManagementL6,146600,168600,190600
Vienna,L7,Product-Management,PRM-000,ViennaProduct-ManagementL7,172400,198300,224200
Hamburg,L1,Product-Management,PRM-000,HamburgProduct-ManagementL1,42400,48800,55100
Hamburg,L2,Product-Management,PRM-000,HamburgProduct-ManagementL2,53600,61700,69700
Hamburg,L3,Product-Management,PRM-000,HamburgProduct-ManagementL3,73900,85000,96100
Hamburg,L4,Product-Management,PRM-000,HamburgProduct-ManagementL4,83700,96300,108800
Hamburg,L5,Product-Management,PRM-000,HamburgProduct-ManagementL5,126700,145800,164800
Hamburg,L6,Product-Management,PRM-000,HamburgProduct-ManagementL6,146200,168100,190100
Hamburg,L7,Product-Management,PRM-000,HamburgProduct-ManagementL7,182500,209800,237200
Munich,L1,Product-Management,PRM-000,MunichProduct-ManagementL1,41800,48100,54300
Munich,L2,Product-Management,PRM-000,MunichProduct-ManagementL2,50700,58300,66000
Munich,L3,Product-Management,PRM-000,MunichProduct-ManagementL3,70100,80600,91100
Munich,L4,Product-Management,PRM-000,MunichProduct-ManagementL4,87700,100900,114000
Munich,L5,Product-Management,PRM-000,MunichProduct-ManagementL5,112600,129500,146400
Munich,L6,Product-Management,PRM-000,MunichProduct-ManagementL6,168500,193800,219100
Munich,L7,Product-Management,PRM-000,MunichProduct-ManagementL7,172100,197900,223700
Frankfurt,L1,Product-Management,PRM-000,FrankfurtProduct-ManagementL1,38700,44500,50300
Frankfurt,L2,Product-Management,PRM-000,FrankfurtProduct-ManagementL2,57500,66100,74700
Frankfurt,L3,Product-Management,PRM-000,FrankfurtProduct-ManagementL3,69900,80300,90800
Frankfurt,L4,Product-Management,PRM-000,FrankfurtProduct-ManagementL4,89900,103400,116800
Frankfurt,L5,Product-Management,PRM-000,FrankfurtProduct-ManagementL5,128800,148100,167500
Frankfurt,L6,Product-Management,PRM-000,FrankfurtProduct-ManagementL6,159000,182800,206700
Frankfurt,L7,Product-Management,PRM-000,FrankfurtProduct-ManagementL7,170200,195700,221200
Stuttgart,L1,Product-Management,PRM-000,StuttgartProduct-ManagementL1,41300,47500,53700
Stuttgart,L2,Product-Management,PRM-000,StuttgartProduct-ManagementL2,59600,68500,77500
Stuttgart,L3,Product-Management,PRM-000,StuttgartProduct-ManagementL3,70400,81000,91500
Stuttgart,L4,Product-Management,PRM-000,StuttgartProduct-ManagementL4,85800,98700,111600
Stuttgart,L5,Product-Management,PRM-000,StuttgartProduct-ManagementL5,126500,145500,164500
Stuttgart,L6,Product-Management,PRM-000,StuttgartProduct-ManagementL6,147200,169200,191300
Stuttgart,L7,Product-Management,PRM-000,StuttgartProduct-ManagementL7,179700,206600,233600
Nuremberg,L1,Product-Management,PRM-000,NurembergProduct-ManagementL1,44500,51200,57900
Nuremberg,L2,Product-Management,PRM-000,NurembergProduct-ManagementL2,59000,67800,76700
Nuremberg,L3,Product-Management,PRM-000,NurembergProduct-ManagementL3,74500,85700,96800
Nuremberg,L4,Product-Management,PRM-000,NurembergProduct-ManagementL4,85900,98800,111700
Nuremberg,L5,Product-Management,PRM-000,NurembergProduct-ManagementL5,128000,147200,166400
Nuremberg,L6,Product-Management,PRM-000,NurembergProduct-ManagementL6,145400,167200,189000
Nuremberg,L7,Product-Management,PRM-000,NurembergProduct-ManagementL7,189200,217600,245900
Madrid,L1,Product-Management,PRM-000,MadridProduct-ManagementL1,43900,50500,57100
Madrid,L2,Product-Management,PRM-000,MadridProduct-ManagementL2,58000,66700,75400
Madrid,L3,Product-Management,PRM-000,MadridProduct-ManagementL3,73700,84700,95800
Madrid,L4,Product-Management,PRM-000,MadridProduct-ManagementL4,81800,94100,106400
Madrid,L5,Product-Management,PRM-000,MadridProduct-ManagementL5,123700,142200,160800
Madrid,L6,Product-Management,PRM-000,MadridProduct-ManagementL6,164000,188600,213200
Madrid,L7,Product-Management,PRM-000,MadridProduct-ManagementL7,179000,205900,232700
Milan,L1,Product-Management,PRM-000,MilanProduct-ManagementL1,42900,49400,55800
Milan,L2,Product-Management,PRM-000,MilanProduct-ManagementL2,50700,58300,65900
Milan,L3,Product-Management,PRM-000,MilanProduct-ManagementL3,69500,79900,90300
Milan,L4,Product-Management,PRM-000,MilanProduct-ManagementL4,80200,92200,104200
Milan,L5,Product-Management,PRM-000,MilanProduct-ManagementL5,128900,148200,167500
Milan,L6,Product-Management,PRM-000,MilanProduct-ManagementL6,151300,174000,196700
Milan,L7,Product-Management,PRM-000,MilanProduct-ManagementL7,197000,226600,256200
Paris,L1,Product-Management,PRM-000,ParisProduct-ManagementL1,41700,47900,54200
Paris,L2,Product-Management,PRM-000,ParisProduct-ManagementL2,52900,60800,68700
Paris,L3,Product-Management,PRM-000,ParisProduct-ManagementL3,65900,75800,85700
Paris,L4,Product-Management,PRM-000,ParisProduct-ManagementL4,84900,97700,110400
Paris,L5,Product-Management,PRM-000,ParisProduct-ManagementL5,118600,136400,154200
Paris,L6,Product-Management,PRM-000,ParisProduct-ManagementL6,160200,184300,208300
Paris,L7,Product-Management,PRM-000,ParisProduct-ManagementL7,177600,204200,230900
Amstandarm,L1,Product-Management,PRM-000,AmstandarmProduct-ManagementL1,40400,46500,52600
Amstandarm,L2,Product-Management,PRM-000,AmstandarmProduct-ManagementL2,56800,65300,73800
Amstandarm,L3,Product-Management,PRM-000,AmstandarmProduct-ManagementL3,65100,74800,84600
Amstandarm,L4,Product-Management,PRM-000,AmstandarmProduct-ManagementL4,82400,94700,107100
Amstandarm,L5,Product-Management,PRM-000,AmstandarmProduct-ManagementL5,118100,135800,153500
Amstandarm,L6,Product-Management,PRM-000,AmstandarmProduct-ManagementL6,149300,171600,194000
Amstandarm,L7,Product-Management,PRM-000,AmstandarmProduct-ManagementL7,170200,195700,221200
Barcelona,L1,Customer-Service,CSS-000,BarcelonaCustomer-ServiceL1,42400,48800,55100
Barcelona,L2,Customer-Service,CSS-000,BarcelonaCustomer-ServiceL2,54100,62200,70300
Barcelona,L3,Customer-Service,CSS-000,BarcelonaCustomer-ServiceL3,67200,77200,87300
Barcelona,L4,Customer-Service,CSS-000,BarcelonaCustomer-ServiceL4,81500,93700,106000
Barcelona,L5,Customer-Service,CSS-000,BarcelonaCustomer-ServiceL5,121400,139700,157900
Barcelona,L6,Customer-Service,CSS-000,BarcelonaCustomer-ServiceL6,156300,179700,203100
Barcelona,L7,Customer-Service,CSS-000,BarcelonaCustomer-ServiceL7,196700,226200,255700
Warsaw,L1,Customer-Service,CSS-000,WarsawCustomer-ServiceL1,38800,44600,50400
Warsaw,L2,Customer-Service,CSS-000,WarsawCustomer-ServiceL2,51200,58900,66600
Warsaw,L3,Customer-Service,CSS-000,WarsawCustomer-ServiceL3,65200,75000,84800
Warsaw,L4,Customer-Service,CSS-000,WarsawCustomer-ServiceL4,83400,96000,108500
Warsaw,L5,Customer-Service,CSS-000,WarsawCustomer-ServiceL5,119600,137500,155400
Warsaw,L6,Customer-Service,CSS-000,WarsawCustomer-ServiceL6,165000,189700,214500
Warsaw,L7,Customer-Service,CSS-000,WarsawCustomer-ServiceL7,184000,211600,239200
Berlin,L1,Customer-Service,CSS-000,BerlinCustomer-ServiceL1,44800,51500,58200
Berlin,L2,Customer-Service,CSS-000,BerlinCustomer-ServiceL2,56400,64800,73300
Berlin,L3,Customer-Service,CSS-000,BerlinCustomer-ServiceL3,75000,86200,97500
Berlin,L4,Customer-Service,CSS-000,BerlinCustomer-ServiceL4,85400,98200,111000
Berlin,L5,Customer-Service,CSS-000,BerlinCustomer-ServiceL5,111200,127800,144500
Berlin,L6,Customer-Service,CSS-000,BerlinCustomer-ServiceL6,145900,167800,189700
Berlin,L7,Customer-Service,CSS-000,BerlinCustomer-ServiceL7,192500,221400,250300
Vienna,L1,Customer-Service,CSS-000,ViennaCustomer-ServiceL1,44200,50800,57500
Vienna,L2,Customer-Service,CSS-000,ViennaCustomer-ServiceL2,53500,61500,69500
Vienna,L3,Customer-Service,CSS-000,ViennaCustomer-ServiceL3,70000,80500,91100
Vienna,L4,Customer-Service,CSS-000,ViennaCustomer-ServiceL4,87600,100800,113900
Vienna,L5,Customer-Service,CSS-000,ViennaCustomer-ServiceL5,117200,134800,152400
Vienna,L6,Customer-Service,CSS-000,ViennaCustomer-ServiceL6,146400,168300,190300
Vienna,L7,Customer-Service,CSS-000,ViennaCustomer-ServiceL7,191400,220100,248900
Hamburg,L1,Customer-Service,CSS-000,HamburgCustomer-ServiceL1,35200,40500,45800
Hamburg,L2,Customer-Service,CSS-000,HamburgCustomer-ServiceL2,58700,67500,76300
Hamburg,L3,Customer-Service,CSS-000,HamburgCustomer-ServiceL3,70500,81000,91600
Hamburg,L4,Customer-Service,CSS-000,HamburgCustomer-ServiceL4,87900,101100,114300
Hamburg,L5,Customer-Service,CSS-000,HamburgCustomer-ServiceL5,116500,133900,151400
Hamburg,L6,Customer-Service,CSS-000,HamburgCustomer-ServiceL6,144200,165800,187400
Hamburg,L7,Customer-Service,CSS-000,HamburgCustomer-ServiceL7,178900,205800,232600
Munich,L1,Customer-Service,CSS-000,MunichCustomer-ServiceL1,42200,48500,54900
Munich,L2,Customer-Service,CSS-000,MunichCustomer-ServiceL2,59300,68200,77100
Munich,L3,Customer-Service,CSS-000,MunichCustomer-ServiceL3,72200,83000,93800
Munich,L4,Customer-Service,CSS-000,MunichCustomer-ServiceL4,80500,92600,104600
Munich,L5,Customer-Service,CSS-000,MunichCustomer-ServiceL5,118600,136400,154200
Munich,L6,Customer-Service,CSS-000,MunichCustomer-ServiceL6,143100,164600,186000
Munich,L7,Customer-Service,CSS-000,MunichCustomer-ServiceL7,195600,224900,254200
Frankfurt,L1,Customer-Service,CSS-000,FrankfurtCustomer-ServiceL1,42000,48300,54600
Frankfurt,L2,Customer-Service,CSS-000,FrankfurtCustomer-ServiceL2,58900,67800,76600
Frankfurt,L3,Customer-Service,CSS-000,FrankfurtCustomer-ServiceL3,71400,82100,92800
Frankfurt,L4,Customer-Service,CSS-000,FrankfurtCustomer-ServiceL4,89500,102900,116300
Frankfurt,L5,Customer-Service,CSS-000,FrankfurtCustomer-ServiceL5,119700,137700,155600
Frankfurt,L6,Customer-Service,CSS-000,FrankfurtCustomer-ServiceL6,159500,183400,207400
Frankfurt,L7,Customer-Service,CSS-000,FrankfurtCustomer-ServiceL7,193200,222100,251100
Stuttgart,L1,Customer-Service,CSS-000,StuttgartCustomer-ServiceL1,41000,47200,53300
Stuttgart,L2,Customer-Service,CSS-000,StuttgartCustomer-ServiceL2,51100,58800,66400
Stuttgart,L3,Customer-Service,CSS-000,StuttgartCustomer-ServiceL3,69900,80400,90800
Stuttgart,L4,Customer-Service,CSS-000,StuttgartCustomer-ServiceL4,82600,95000,107400
Stuttgart,L5,Customer-Service,CSS-000,StuttgartCustomer-ServiceL5,115400,132700,150000
Stuttgart,L6,Customer-Service,CSS-000,StuttgartCustomer-ServiceL6,144000,165600,187200
Stuttgart,L7,Customer-Service,CSS-000,StuttgartCustomer-ServiceL7,182100,209400,236800
Nuremberg,L1,Customer-Service,CSS-000,NurembergCustomer-ServiceL1,40800,46900,53000
Nuremberg,L2,Customer-Service,CSS-000,NurembergCustomer-ServiceL2,59200,68100,77000
Nuremberg,L3,Customer-Service,CSS-000,NurembergCustomer-ServiceL3,65000,74800,84500
Nuremberg,L4,Customer-Service,CSS-000,NurembergCustomer-ServiceL4,81000,93200,105300
Nuremberg,L5,Customer-Service,CSS-000,NurembergCustomer-ServiceL5,126700,145700,164700
Nuremberg,L6,Customer-Service,CSS-000,NurembergCustomer-ServiceL6,158000,181700,205400
